Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
SHO,Sunstone Hotel Investors Inc.,Financial,REIT - Hotel/Motel,USA,3007.5,63.65,32.97,5.95,2.9,1.3,8.34,,1.37%,76.90%,0.23,95.80%,29.82%,-15.70%,10.70%,3.80%,290.00%,-30.00%,205.43,203.31,0.80%,-17.02%,,11.32%,2.73%,3.47,1.30%,2.50%,2.80%,2.2,2.2,0.62,0.68,63.50%,12.40%,4.30%,0.41%,1.24%,-1.08%,8.61%,21.19%,9.99%,1.75,0.2,0.95%,1.34%,0.28%,-0.88%,5.00%,-4.40%,3.41%,-5.21%,21.34%,48.99,-0.62%,-0.07%,2.7,1599.53,0.41,14.54,-0.68%,382939,8/7/2014 16:30
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,2183.6,16.81,14.2,1.51,1.63,3.05,11.54,15.55,,0.00%,1.99,9.40%,16.40%,34.50%,11.10%,23.50%,2.30%,-0.60%,65.26,57.85,7.70%,-3.62%,89.10%,-2.09%,3.84%,3.96,14.80%,19.40%,18.90%,2.9,2.4,0,0,36.20%,14.70%,9.80%,-4.67%,5.52%,1.92%,-9.22%,-7.85%,-8.55%,1.36,0.85,2.08%,2.30%,1.18%,1.18%,-1.40%,-4.49%,12.72%,-13.78%,12.72%,52,0.27%,1.46%,2.2,560.65,0.65,34.04,1.73%,214278,7/31/2014 8:30
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,USA,413.26,,30.05,,1.22,2.34,7.35,,,,-0.02,95.50%,17.02%,41.40%,15.00%,20.30%,175.00%,3.50%,62.52,61.27,1.10%,6.18%,82.00%,0.56%,2.60%,3.37,-0.30%,-0.60%,0.10%,1.2,1,0,0,59.40%,0.20%,-0.30%,-3.08%,8.72%,-0.30%,-24.28%,33.54%,-28.77%,1.71,0.2,2.12%,3.17%,-0.15%,3.29%,-13.28%,-8.06%,14.14%,-32.52%,33.20%,53.62,0.15%,0.00%,1.6,472.29,0.17,6.62,0.15%,46977,8/7/2014 16:30
SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores,USA,427.7,17.57,,,0.18,0.72,18.52,,,0.00%,1.07,-40.40%,,0.00%,,,-75.40%,-1.90%,22.75,16.97,25.10%,-9.42%,59.70%,-2.29%,4.91%,8.25,7.50%,10.70%,5.10%,2.1,0.2,0,0.17,23.60%,1.70%,2.60%,-3.89%,-2.74%,-15.62%,-24.62%,-40.30%,-26.27%,,0.45,2.36%,2.34%,-0.87%,-3.69%,-16.25%,-14.29%,2.53%,-42.28%,2.53%,43.05,1.01%,0.16%,,101,0.26,19.02,1.17%,15419,9/4/2014 8:30
SHPG,Shire plc,Healthcare,Drug Manufacturers - Major,Ireland,48591.52,25.78,22.66,1.69,9.09,7.88,316.35,25.63,0.09%,35.50%,9.57,74.00%,9.34%,50.60%,15.23%,10.30%,75.20%,20.00%,196.99,180.81,0.35%,,14.80%,2.58%,1.01%,1.15,11.30%,20.60%,27.10%,1.2,0.9,0.14,0.17,85.50%,38.00%,20.50%,0.94%,-1.08%,39.28%,46.73%,121.41%,75.18%,0.72,3.54,0.97%,1.52%,2.27%,1.67%,39.25%,-4.21%,11.42%,-4.21%,121.80%,60.89,1.02%,-0.65%,2.7,1593.51,0.73,247.56,0.36%,689578,
SHV,iShares Short Treasury Bond,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01%,0.00%,0.01%,0.02%,0.01%,0.02%,,0.01,0.01%,0.01%,-0.01%,-0.01%,0.00%,-0.03%,0.01%,-0.04%,0.06%,43.69,0.00%,-0.01%,,347.1,0.36,110.26,-0.01%,74424,
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,21242.92,27.96,20.3,1.98,1.98,13.81,79.5,28.66,1.01%,26.50%,7.77,23.10%,23.15%,13.10%,14.13%,5.00%,19.50%,12.10%,97.79,83.3,0.60%,0.17%,75.80%,-1.88%,3.38%,5.8,12.10%,46.70%,21.80%,1.1,0.7,0.74,1.11,45.70%,11.30%,7.30%,-0.26%,4.52%,6.83%,7.44%,28.36%,19.35%,0.6,2.32,1.02%,1.05%,2.22%,4.22%,11.05%,-0.28%,8.79%,-0.28%,29.69%,69.85,0.68%,-0.05%,2.5,485.77,0.37,218.6,0.63%,105009,7/17/2014 8:30
SHY,iShares 1-3 Year Treasury Bond,Financial,Exchange Traded Fund,USA,,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.00%,0.02%,0.13%,0.63%,0.39%,,0.05,0.05%,0.06%,-0.04%,0.02%,0.15%,-0.18%,0.20%,-0.18%,0.85%,49.05,-0.01%,-0.01%,,1398.95,0.48,84.5,-0.02%,398179,
SHYD,Market Vectors Short Hi-Yld Muni ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08%,0.96%,0.28%,0.76%,,2.19%,,0.1,0.40%,0.40%,0.17%,0.58%,0.83%,-1.47%,1.65%,-1.47%,2.52%,57.62,0.00%,-0.04%,,36.12,1.98,25.22,-0.04%,42249,
SHYG,iShares 0-5 Year High Yield Corp Bd,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14%,1.47%,0.42%,1.13%,,2.24%,,0.14,0.24%,0.25%,0.39%,0.32%,1.15%,-0.27%,1.83%,-0.27%,4.47%,59.2,-0.07%,0.10%,,15.71,0.15,50.28,0.03%,1390,
SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,12339.42,24.58,22.12,3.65,4.51,4,14.72,27.6,0.89%,20.90%,4.22,7.70%,7.47%,8.90%,6.74%,4.20%,13.30%,2.90%,118.98,118.69,0.10%,-9.85%,83.70%,2.00%,3.88%,9.93,13.20%,17.40%,15.20%,5.3,3.5,0.1,0.11,50.60%,25.50%,18.60%,0.07%,2.63%,5.40%,10.66%,26.85%,11.10%,1,1.02,0.94%,0.99%,0.79%,1.42%,8.55%,-1.26%,4.88%,-1.26%,27.60%,57.99,0.18%,-0.21%,2.9,464.07,0.38,103.68,-0.03%,105350,7/24/2014 8:30
SIBC,"State Investors Bancorp, Inc.",Financial,Money Center Banks,USA,37.12,48.48,,,3.5,0.9,5.3,,,0.00%,0.33,-23.10%,,-10.60%,,-4.00%,266.70%,16.00%,2.32,1.89,0.60%,-0.25%,14.20%,2.49%,0.00%,0.08,0.30%,1.90%,16.80%,,,0,0,,19.80%,7.50%,-1.84%,-0.74%,0.82%,0.00%,4.03%,4.30%,,0.22,1.10%,1.26%,-0.91%,-1.17%,1.24%,-4.76%,3.23%,-4.76%,10.34%,45.68,0.00%,0.00%,,1,0.98,16,0.00%,0,
SID,Companhia Siderurgica Nacional,Basic Materials,Steel & Iron,Brazil,6302.7,27.94,18.62,0.84,0.78,2.17,,,5.37%,,0.16,-35.10%,0.00%,-36.75%,33.20%,,-95.60%,-0.20%,1410,641.75,,,,,3.43%,4.52,,,,,,,,,,,-3.25%,-14.69%,15.21%,8.23%,25.21%,-25.50%,,0.15,3.76%,2.87%,-3.68%,-5.32%,-3.01%,-15.38%,8.15%,-25.90%,27.72%,43.36,0.67%,0.22%,3.6,4877.25,1.2,4.51,0.89%,3455235,10/28/2010 16:30
SIEB,Siebert Financial Corp.,Financial,Investment Brokerage - Regional,USA,48.33,,,,3.16,2.55,3.5,,,,-0.42,,,-27.50%,,-11.30%,-366.70%,-14.00%,22.07,2.17,90.03%,,1.20%,-6.55%,0.92%,4.79,-32.70%,-38.30%,-23.10%,,,0,0,,-39.20%,-60.10%,0.46%,-17.67%,-28.90%,-12.40%,32.73%,36.02%,-0.62,0.11,1.47%,6.28%,-2.67%,-14.53%,-13.66%,-25.10%,5.95%,-51.19%,51.89%,39.26,-1.27%,0.46%,,4.17,0.28,2.17,-0.82%,700,3/31/2014
SIF,SIFCO Industries Inc.,Industrial Goods,Metal Fabrication,USA,146.5,15.47,,,1.28,1.89,31.85,18.31,,0.00%,1.75,53.40%,,11.70%,,2.70%,-30.20%,8.00%,5.41,2.53,0.10%,58.65%,31.60%,5.23%,2.88%,6.58,6.90%,9.70%,11.60%,2.6,1.5,0.06,0.08,24.60%,12.20%,6.30%,-4.68%,-0.15%,-20.35%,-3.22%,48.22%,-3.53%,0.99,0.99,2.57%,3.21%,-2.12%,-9.10%,-9.39%,-25.07%,2.31%,-26.89%,49.94%,39.85,0.34%,-0.44%,,11.07,0.97,27.05,-0.11%,6361,5/7/2014
SIFI,SI Financial Group Inc.,Financial,Savings & Loans,USA,138.99,180.83,,,3.08,0.86,2.87,,1.11%,240.00%,0.06,-172.70%,,22.20%,,-3.90%,800.00%,41.00%,12.81,11.55,0.60%,16.70%,67.00%,1.32%,0.07%,0.79,0.10%,0.70%,17.30%,,,1.07,1.07,,13.10%,2.40%,-2.08%,0.74%,-3.90%,-6.38%,-3.38%,-9.28%,0.73,0.2,1.77%,1.80%,-1.74%,-2.34%,-5.19%,-8.05%,0.93%,-10.10%,0.93%,43.46,-0.09%,0.09%,,9.89,2.34,10.85,0.00%,13672,7/28/2014
SIFY,Sify Technologies Limited,Technology,Internet Service Providers,India,369.45,,,,2.31,3.57,26.39,,0.48%,0.00%,0,200.00%,,0.00%,,7.40%,-87.50%,21.50%,178.48,176.73,8.11%,,0.40%,8.51%,0.14%,0.98,7.60%,15.00%,-0.20%,1.2,1.1,0.12,0.36,45.90%,4.50%,8.20%,0.98%,2.48%,6.15%,-1.43%,15.00%,-1.43%,3.53,0.06,2.87%,2.55%,2.04%,0.28%,1.70%,-12.66%,5.61%,-26.84%,15.63%,56,0.00%,0.00%,,257.05,0.2,2.07,0.00%,30871,1/27/2014
SIG,Signet Jewelers Limited,Services,Jewelry Stores,Bermuda,9403.45,25.94,18.02,3.24,2.04,3.49,43.74,77.52,0.61%,13.80%,4.52,4.80%,20.17%,24.30%,8.00%,4.80%,-14.30%,39.30%,80.2,79.72,0.50%,4.97%,90.20%,-1.78%,2.02%,2.2,8.20%,14.10%,14.40%,3.5,1.5,0.51,0.53,36.90%,12.50%,7.90%,8.14%,12.50%,11.56%,20.94%,77.46%,49.80%,1.6,2.23,1.96%,1.64%,9.11%,8.85%,23.51%,-1.17%,17.34%,-1.17%,79.16%,75.92,0.47%,0.03%,2.1,732.48,1.08,117.84,0.50%,469275,8/28/2014
SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology,USA,71.66,,,,16.29,6.09,0.72,0.98,,,-0.29,-22.20%,,-2.60%,1.00%,-7.50%,60.00%,-69.60%,53.48,39.13,2.20%,16.31%,28.20%,-8.66%,11.19%,12.02,-7.60%,-100.30%,-75.70%,15.4,13.4,0.09,0.26,,,,-0.74%,-49.24%,-47.45%,-61.38%,-62.46%,-59.02%,1.99,0.13,3.80%,8.37%,-15.04%,-40.12%,-53.32%,-53.61%,10.66%,-67.47%,10.66%,25.53,0.00%,0.75%,1,364.23,0.89,1.35,0.75%,191118,5/1/2014 16:30
SIGI,Selective Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,1352.32,13.04,10.47,0.92,0.68,1.09,901.54,5.02,2.17%,27.80%,1.84,177.90%,27.47%,17.90%,14.10%,3.10%,6.30%,8.10%,56.37,54.85,1.50%,0.48%,72.70%,0.99%,1.40%,5.51,1.70%,9.00%,8.40%,,,0.32,0.32,,8.50%,5.30%,-0.50%,4.40%,2.52%,3.58%,6.53%,-9.85%,1.22,0.45,1.34%,1.69%,1.04%,0.78%,0.05%,-5.25%,9.79%,-13.82%,14.10%,52.66,-0.12%,0.13%,2,139.14,0.18,23.99,0.00%,14819,7/30/2014 16:30
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,USA,169.3,,24.55,,0.92,1.12,2.41,,,,-0.48,89.50%,2400.00%,-18.50%,20.00%,-1.00%,-123.10%,-29.70%,34.48,31.3,0.80%,57.77%,52.80%,-15.17%,1.32%,0.91,-7.60%,-10.50%,-8.20%,3.8,3.2,0,0,55.30%,-5.40%,-8.90%,5.14%,16.08%,48.79%,0.41%,-0.61%,4.03%,0.96,0.18,5.77%,3.72%,8.44%,10.70%,9.61%,-3.10%,21.95%,-25.37%,52.44%,65.59,1.01%,0.81%,2,452.82,0.21,5,1.83%,56834,9/10/2014
SIJ,ProShares UltraShort Industrials,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09%,-8.80%,-3.93%,-8.83%,-36.65%,-11.12%,,0.58,0.11%,0.44%,-3.92%,-3.71%,-10.07%,-10.68%,0.43%,-36.88%,0.43%,36.21,0.80%,-1.20%,,3.72,0.17,46.56,-0.41%,363,
SIL,Global X Silver Miners ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55%,-3.34%,17.08%,-5.61%,-13.52%,18.75%,,0.29,1.46%,1.88%,-6.21%,-7.24%,1.67%,-13.09%,-1.89%,-15.62%,25.21%,33.16,-2.47%,0.30%,,220.36,1.01,13.01,-2.18%,131283,
SILC,Silicom Ltd.,Technology,Networking & Communication Devices,Israel,222.8,12.56,13.91,0.84,2.8,2.42,,,3.22%,,2.47,-18.40%,11.50%,52.04%,15.00%,,1.20%,14.00%,7.18,5.47,1.89%,,11.70%,-16.05%,4.64%,2.57,,,,,,,,,,,2.95%,14.50%,-33.60%,-56.80%,0.45%,-31.03%,,1.02,4.40%,3.11%,6.24%,-6.38%,-35.70%,-29.16%,17.95%,-57.53%,17.95%,50.29,-1.41%,0.32%,2.7,98.8,0.7,30.69,-1.10%,41130,1/24/2011
SILJ,PureFunds ISE Junior Silver ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68%,-2.42%,25.73%,-4.94%,-2.71%,38.26%,,0.32,1.37%,2.25%,-5.28%,-6.69%,7.30%,-15.27%,-0.71%,-15.27%,46.00%,37.27,-1.95%,-0.39%,,23.73,0.32,12.6,-2.33%,4456,
SIM,Grupo Simec S.A.B. de C.V.,Basic Materials,Steel & Iron,Mexico,2181.67,20.72,11.56,,1.14,1.12,4.69,,,0.00%,0.64,-26.30%,32.60%,-4.30%,,-7.10%,-28.00%,7.10%,164.53,22.96,,,0.40%,-7.32%,0.34%,4.27,4.10%,5.50%,4.20%,3,1.8,0,0.03,6.80%,2.20%,5.50%,-3.98%,-12.24%,2.16%,13.04%,26.17%,8.16%,0.89,0.33,2.16%,2.22%,-2.58%,-4.94%,8.25%,-10.42%,2.64%,-10.42%,32.84%,41.1,1.49%,0.98%,2.5,18.13,0.72,13.59,2.49%,7706,2/25/2011
SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line,USA,391.98,45.55,17.52,2.28,1.5,2,2.79,15.55,,0.00%,0.11,207.10%,18.18%,2.90%,20.00%,0.10%,-80.00%,-19.30%,78.24,77.31,1.20%,12.73%,77.60%,-0.91%,2.59%,3.56,4.80%,6.40%,5.60%,3.5,3.1,0,0,59.50%,6.80%,4.70%,-1.76%,1.42%,-3.09%,-23.98%,-8.07%,-18.54%,1.48,0.13,1.93%,2.56%,3.23%,3.22%,-8.96%,-4.30%,13.27%,-28.49%,13.27%,59.3,1.79%,0.40%,1.8,563.47,0.57,5.12,2.20%,191115,7/30/2014 16:30
SIMO,Silicon Motion Technology Corp.,Technology,Diversified Electronics,Taiwan,935.12,8.83,14.55,0.4,4.24,0.85,5.9,65.39,2.13%,51.20%,3.14,-42.20%,25.81%,-19.10%,21.90%,-47.30%,-21.10%,-8.00%,33.71,30.62,,,39.50%,10.97%,1.76%,0.97,12.40%,14.50%,9.40%,6.3,5.5,0,0,48.50%,17.10%,17.50%,6.20%,14.25%,65.12%,63.27%,154.96%,100.87%,1.74,0.74,2.68%,2.69%,9.79%,21.06%,61.93%,2.43%,61.46%,2.43%,165.43%,74.98,3.75%,0.25%,2,553.8,2.2,28.85,4.02%,719901,4/29/2014
SINA,SINA Corporation,Technology,Internet Software & Services,China,2984.83,125.47,31.99,4.05,4.2,2.6,1.65,,,0.00%,0.36,42.60%,62.49%,-12.80%,30.99%,12.50%,-150.00%,36.10%,66.08,63.07,4.81%,,62.20%,-17.40%,4.18%,1.31,1.00%,2.10%,0.10%,6,6,0.7,0.7,60.90%,3.30%,3.50%,-3.11%,-5.20%,2.10%,-33.26%,-42.40%,-46.39%,1.89,1.23,2.31%,2.38%,-3.83%,-5.04%,-24.48%,-13.81%,1.38%,-51.01%,7.26%,39.72,-0.26%,0.95%,2,2012.35,0.39,45.48,0.69%,459312,8/14/2014 16:30
SINF,ProShares UltraPro Shrt 10Yr TIPS/TSY Sp,Financial,Exchange Traded Fund,USA,,,,,,,,,0.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61%,5.21%,0.31%,-1.26%,2.69%,-1.26%,,0.15,0.00%,0.10%,2.99%,3.91%,0.64%,0.00%,5.48%,-5.25%,5.48%,84.01,0.00%,0.00%,,0.46,0.04,41.61,0.00%,0,
SINO,"Sino-Global Shipping America, Ltd.",Services,Air Delivery & Freight Services,USA,8.6,12.42,,,1,0.9,3.74,,,0.00%,0.12,37.70%,,-49.30%,,2.80%,216.70%,-8.70%,5.77,2.18,62.92%,,0.50%,7.45%,0.33%,0.37,1.70%,1.40%,-38.80%,3.3,3.3,0,0,37.20%,-10.50%,1.20%,-5.70%,-11.31%,-37.92%,-44.19%,-16.76%,-40.40%,0.16,0.1,5.66%,5.89%,-8.73%,-16.18%,-34.86%,-42.04%,7.11%,-58.01%,7.11%,37.21,-2.11%,1.34%,,19.32,2.16,1.48,-0.80%,24650,2/10/2014
SIPE,SPDR Barclays 0-5 Year TIPS ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20%,-0.30%,-0.75%,0.61%,,0.46%,,0.01,0.04%,0.01%,-0.33%,-0.34%,0.14%,-0.65%,0.25%,-0.75%,1.02%,25.44,0.00%,0.00%,,0.32,1.06,19.86,0.00%,200,
SIR,Select Income REIT Common Share,Financial,REIT - Office,USA,1547.56,12.79,13.42,1.97,7.44,0.94,74.4,,7.43%,91.50%,2.02,-14.00%,-5.64%,0.00%,6.50%,,-3.40%,23.30%,59.89,38.34,36.90%,2.62%,53.70%,34.24%,2.38%,2.15,5.50%,8.10%,6.10%,,,0.3,0.3,81.00%,56.50%,49.50%,-8.11%,-9.01%,-8.56%,-9.90%,14.08%,1.53%,,0.47,2.67%,1.45%,-7.38%,-8.96%,-7.50%,-13.05%,0.82%,-16.54%,16.03%,19.48,0.39%,-0.43%,3,424.38,1.01,25.83,-0.04%,252055,7/28/2014 8:30
SIRI,Sirius XM Holdings Inc.,Services,Broadcasting - Radio,USA,20645.61,60.67,31.93,3.61,5.17,14.56,121.44,19.05,,0.00%,0.06,-88.20%,37.35%,15.10%,16.80%,18.00%,-50.00%,-43.70%,5671.87,2387.07,53.10%,-0.04%,25.80%,-6.12%,12.19%,6.66,4.00%,14.20%,9.40%,0.5,0.5,2.77,3.11,62.00%,26.70%,8.70%,2.25%,8.98%,8.98%,2.54%,0.00%,4.30%,1.44,0.05,1.12%,1.36%,2.05%,4.14%,4.74%,-0.93%,9.94%,-13.73%,21.01%,63.48,-0.66%,-0.27%,1.9,43714.84,0.83,3.61,-0.93%,21351486,7/29/2014 8:30
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,USA,4672.78,26.79,19.8,2.53,4.03,3.45,15.73,50.96,,0.00%,3.02,10.60%,11.83%,37.60%,10.60%,7.80%,27.80%,5.80%,57.76,57.64,0.50%,17.49%,99.90%,-0.49%,7.32%,11.65,9.40%,13.70%,13.30%,2.7,2.2,0.06,0.06,53.90%,19.60%,14.60%,-0.74%,0.55%,4.68%,12.88%,22.37%,15.24%,1.25,1.33,1.54%,1.72%,0.65%,-0.51%,8.19%,-4.86%,3.11%,-4.86%,23.40%,48.96,-0.07%,-0.02%,1.9,362.36,0.52,80.82,-0.09%,110414,8/8/2014 8:30
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,USA,5692.41,19.62,19.98,2.31,7.12,2.02,1.29,18.64,,0.00%,5.72,20.20%,2.24%,16.80%,8.48%,10.70%,-2.80%,20.10%,50.73,50.4,0.40%,12.16%,93.60%,9.68%,1.38%,1.79,0.90%,12.40%,20.40%,,,0.17,0.17,,,33.60%,1.79%,6.76%,4.00%,-9.24%,35.60%,7.01%,1.64,1.98,1.24%,1.59%,4.17%,1.70%,1.11%,-5.58%,9.92%,-16.66%,41.45%,65.25,-0.01%,0.28%,2.2,387.96,0.49,112.51,0.27%,112815,7/24/2014 16:30
SIVR,ETFS Physical Silver ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89%,-4.92%,2.16%,-9.43%,-21.03%,-1.41%,,0.2,0.70%,0.85%,-2.57%,-6.07%,-4.75%,-11.05%,0.11%,-20.30%,2.45%,29.36,-1.00%,0.53%,,74.91,1.09,18.84,-0.48%,48444,
SIX,Six Flags Entertainment Corporation,Services,General Entertainment,USA,3364.34,25.59,24.12,2.56,3.03,11.07,28.71,31.77,5.32%,126.50%,1.38,-62.30%,0.97%,42.20%,10.00%,2.00%,42.60%,3.50%,95.28,88.73,6.40%,10.53%,87.60%,2.25%,5.34%,6.43,5.20%,41.00%,13.50%,1.4,1.3,4.59,4.61,92.30%,27.50%,12.50%,-4.64%,-6.56%,-13.71%,-13.24%,11.46%,-0.56%,1.23,0.7,1.94%,1.81%,-4.49%,-9.83%,-8.42%,-18.09%,-0.40%,-18.09%,15.08%,24.12,-1.33%,0.25%,2.1,736.95,2.73,34.93,-1.08%,1189423,7/21/2014 8:30
SIZ,QuantShares US Market Neutral Size ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84%,1.08%,0.40%,-3.85%,-1.87%,-0.90%,,0.03,0.02%,0.01%,0.79%,0.25%,-1.23%,-2.17%,1.53%,-6.03%,1.53%,60.58,0.00%,0.00%,,0.35,,25.23,0.00%,0,
SIZE,iShares MSCI USA Size Factor,Financial,Exchange Traded Fund,USA,,,,,,,,,1.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37%,3.69%,3.74%,7.19%,23.14%,10.37%,,0.33,0.24%,0.33%,1.77%,1.91%,6.85%,-0.36%,5.17%,-0.36%,22.09%,67.45,0.00%,0.00%,,10.51,32.59,62.89,0.00%,0,
SJB,ProShares Short High Yield,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18%,-1.99%,-1.43%,-3.06%,-11.37%,-5.90%,,0.22,0.52%,0.60%,-0.31%,-0.68%,-3.04%,-8.94%,0.54%,-11.48%,0.54%,43.78,0.03%,0.04%,,47.72,0.43,27.62,0.06%,12193,
SJH,ProShares UltraShort Russell2000 Value,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.95%,1.97%,-10.39%,-1.52%,-32.67%,-7.72%,,0.35,0.11%,0.05%,-2.92%,-0.05%,-6.86%,-7.72%,1.97%,-32.70%,1.97%,40.21,0.00%,0.00%,,0.07,0.58,53.19,0.00%,0,
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,1900.58,19.51,16.37,3.25,2.27,2.17,256.83,,3.30%,62.50%,2.94,-14.60%,4.66%,-0.20%,6.00%,-5.30%,866.70%,8.70%,33.14,32.85,0.20%,-12.82%,62.90%,0.97%,3.26%,7.18,3.30%,11.50%,4.70%,0.7,0.6,0.95,1.28,36.00%,11.30%,11.40%,0.21%,7.78%,0.88%,5.29%,4.14%,4.22%,0.68,0.78,1.03%,1.38%,1.01%,0.71%,3.35%,-5.32%,9.93%,-5.32%,12.82%,53.53,-0.02%,0.17%,2,149.03,0.29,57.44,0.16%,25362,8/6/2014 8:30
SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,10425.35,19.1,15.96,2.51,1.87,2.03,69.78,44.92,2.50%,44.40%,5.36,8.40%,6.51%,11.80%,7.60%,8.30%,-4.20%,-2.00%,101.82,96.79,1.70%,2.43%,68.80%,-0.31%,2.93%,5.73,6.00%,10.70%,8.70%,1.7,0.6,0.37,0.46,36.30%,16.70%,9.90%,-0.08%,2.11%,0.20%,5.29%,-0.52%,0.63%,0.61,1.17,0.73%,1.14%,-0.02%,-1.21%,2.62%,-4.57%,4.25%,-7.38%,18.72%,46.51,-0.12%,-0.10%,2.4,494.89,0.39,102.17,-0.21%,114243,8/20/2014 8:30
SJNK,SPDR BarCap ST High Yield Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,5.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.16%,-0.03%,0.76%,5.33%,2.01%,,0.07,0.16%,0.20%,0.23%,0.08%,0.81%,-0.78%,1.74%,-0.78%,5.52%,52.61,-0.10%,0.03%,,1101.71,1.43,30.39,-0.07%,927765,
SJR,"Shaw Communications, Inc.",Services,CATV Systems,Canada,11928.78,16.62,15.07,2.32,2.48,2.94,26.23,52.3,3.95%,61.70%,1.54,0.70%,5.33%,1.50%,7.15%,10.60%,-10.40%,1.20%,466.15,385.76,7.70%,,61.00%,0.09%,0.48%,7.11,6.00%,18.60%,12.30%,0.9,0.9,1.08,1.08,70.20%,27.30%,14.60%,3.19%,3.81%,2.94%,10.78%,17.22%,8.02%,0.59,0.32,1.09%,1.21%,2.76%,1.66%,7.65%,-2.18%,5.62%,-2.18%,20.24%,63.03,-0.39%,0.27%,2.9,259.68,0.45,25.56,-0.12%,68673,4/13/2011
SJT,San Juan Basin Royalty Trust,Basic Materials,Independent Oil & Gas,USA,872.07,18.52,,,17.83,81.35,153,,7.59%,94.80%,1.01,8.30%,,-24.00%,,-23.50%,328.60%,291.90%,46.61,42.61,8.58%,,29.60%,-1.73%,0.38%,1.97,317.70%,451.80%,330.90%,,,0,0,,96.50%,,0.21%,4.99%,0.05%,14.15%,22.21%,17.45%,0.59,0.48,2.87%,2.47%,1.69%,1.67%,7.35%,-4.47%,15.71%,-5.90%,29.01%,54.94,-0.51%,0.43%,,81.71,1.1,18.69,-0.08%,52916,5/12/2014
